full_text,word_idx,word,logprob
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",4,be,-0.8714241981506348
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",5,standing,-8.052249908447266
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",6,up,-3.5662832260131836
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",7,facing,-7.957869052886963
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",8,"left,",-6.134336471557617
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",9,with,-1.9650691747665405
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",10,their,-1.9444620609283447
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",11,arms,-1.5114469528198242
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",12,extended,-3.830392599105835
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",13,out,-1.9795925617218018
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",14,in,-2.408214569091797
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",15,front,-0.1948409378528595
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",16,of,-0.22929856181144714
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",17,them,-0.0607648566365242
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",18,and,-2.5511257648468018
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",19,you,-8.081446647644043
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",20,can,-0.21340379118919373
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",21,see,-0.3123050034046173
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",22,a,-2.008884906768799
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",23,small,-3.6223926544189453
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",24,triangle,-6.077096939086914
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",25,point,-7.317811012268066
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",26,on,-1.6820600032806396
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",27,the,-0.8989253044128418
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",28,left,-1.955177664756775
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",29,where,-5.971009254455566
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",30,their,-1.2175970077514648
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",31,toes,-6.18007755279541
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",32,would,-1.7924344539642334
"This person seems to be standing up facing left, with their arms extended out in front of them and you can see a small triangle point on the left where their toes would be",33,be,-0.12207509577274323
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,0,This,-4.994148254394531
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,1,person,-8.90863037109375
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,2,seems,-5.989400386810303
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,3,to,-0.38311606645584106
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,4,be,-0.8714241981506348
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,5,sitting,-8.333499908447266
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,6,down,-3.008141040802002
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,7,with,-3.254633665084839
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,8,their,-1.7588462829589844
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,9,feet,-2.493722438812256
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,10,extended,-5.256924152374268
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,11,to,-3.4826879501342773
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,12,the,-0.4495067000389099
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,13,left,-1.5295445919036865
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,14,behind,-7.100644111633301
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,15,them,-0.34071922302246094
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,16,They,-9.45158576965332
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,17,have,-1.618377447128296
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,18,two,-3.9318439960479736
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,19,medium,-7.968847274780273
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,20,size,-2.677083969116211
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,21,triangles,-7.138291358947754
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,22,that,-3.9328413009643555
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,23,appear,-3.2643094062805176
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,24,to,-0.147084042429924
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,25,make,-6.444089412689209
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,26,up,-0.7067019939422607
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,27,their,-1.1574070453643799
This person seems to be sitting down with their feet extended to the left behind them They have two medium size triangles that appear to make up their arms,28,arms,-3.595114231109619
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",0,This,-4.994148254394531
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",1,person,-8.90863037109375
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",2,is,-1.3019005060195923
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",3,facing,-10.07689380645752
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",4,the,-2.360111713409424
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",5,"left,",-7.774866104125977
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",6,and,-1.8737146854400635
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",7,you,-4.235288619995117
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",8,can,-0.6820343136787415
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",9,see,-0.2996898591518402
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",10,both,-4.354532718658447
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",11,of,-1.8887908458709717
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",12,their,-0.6044120192527771
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",13,legs,-2.6966097354888916
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",14,One,-10.747681617736816
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",15,is,-3.3936996459960938
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",16,up,-5.3884077072143555
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",17,in,-2.3641271591186523
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",18,the,-0.1590479463338852
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",19,air,-0.04946506768465042
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",20,as,-4.658321857452393
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",21,if,-0.9378171563148499
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",22,they,-0.432537704706192
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",23,are,-0.4720200300216675
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",24,taking,-4.627914905548096
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",25,a,-0.23449154198169708
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",26,step,-0.4660813510417938
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",27,"Also,",-9.463382065296173
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",28,they,-1.9979121685028076
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",29,kind,-7.652940273284912
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",30,of,-0.006723874714225531
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",31,look,-0.5048923492431641
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",32,like,-0.20725227892398834
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",33,a,-1.6594326496124268
"This person is facing the left, and you can see both of their legs One is up in the air as if they are taking a step Also, they kind of look like a penguin",34,penguin,-5.808246970176697
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",0,This,-4.994148254394531
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",1,person,-8.90863037109375
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",2,looks,-6.239400386810303
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",3,like,-1.1502114534378052
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",4,they,-1.8055646419525146
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",5,are,-1.762251853942871
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",6,"flying,",-9.206178665161133
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",7,both,-7.8901166915893555
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",8,arms,-3.4879114627838135
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",9,are,-1.7584049701690674
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",10,extended,-2.600741147994995
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",11,(one,-9.19852328300476
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",12,on,-4.531477928161621
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",13,each,-0.6719013452529907
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",14,side,-0.04373903200030327
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",15,of,-0.8865923881530762
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",16,them),-4.510186791419983
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",17,and,-0.4373149275779724
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",18,their,-1.5911153554916382
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",19,body,-2.6490936279296875
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",20,is,-0.26714974641799927
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",21,pointed,-4.512290954589844
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",22,to,-4.166673183441162
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",23,the,-0.15403814613819122
"This person looks like they are flying, both arms are extended (one on each side of them) and their body is pointed to the right",24,right,-2.0115976333618164
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,0,This,-4.994148254394531
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,1,person,-8.90863037109375
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,2,is,-1.3019005060195923
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,3,leaning,-11.31126880645752
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,4,forward,-2.420334815979004
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,5,and,-1.8299208879470825
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,6,their,-4.086962699890137
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,7,arms,-2.8170077800750732
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,8,are,-0.16075938940048218
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,9,like,-7.655708312988281
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,10,two,-5.379537582397461
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,11,stacked,-8.95440673828125
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,12,triangles,-3.156139612197876
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,13,in,-4.1410675048828125
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,14,front,-0.8251017928123474
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,15,of,-0.058172807097435
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,16,them,-0.4953497648239136
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,17,They,-7.550459861755371
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,18,seem,-4.438667297363281
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,19,to,-0.37710198760032654
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,20,be,-0.24824564158916473
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,21,standing,-4.1628522872924805
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,22,on,-0.8623197674751282
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,23,one,-2.8270423412323
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,24,leg,-0.5352098941802979
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,25,and,-1.357258915901184
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,26,have,-2.466719627380371
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,27,their,-1.2410516738891602
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,28,other,-0.9366436004638672
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,29,leg,-0.48461008071899414
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,30,extended,-3.985168933868408
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,31,on,-6.158444404602051
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,32,the,-0.5548219680786133
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,33,right,-3.5988945960998535
This person is leaning forward and their arms are like two stacked triangles in front of them They seem to be standing on one leg and have their other leg extended on the right side,34,side,-0.5157296657562256
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,0,This,-4.994148254394531
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,1,person,-8.90863037109375
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,2,seems,-5.989400386810303
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,3,to,-0.38311606645584106
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,4,be,-0.8714241981506348
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,5,bending,-10.114749908447266
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,6,their,-4.125429153442383
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,7,knees,-3.19681453704834
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,8,and,-1.9420546293258667
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,9,facing,-7.458281517028809
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,10,the,-1.3356927633285522
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,11,right,-3.5443644523620605
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,12,They,-9.567082405090332
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,13,seem,-2.3838658332824707
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,14,to,-0.056456468999385834
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,15,have,-1.672178864479065
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,16,their,-2.0721659660339355
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,17,arms,-1.644982099533081
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,18,extended,-3.584118127822876
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,19,to,-2.1570305824279785
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,20,the,-0.7124804258346558
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,21,right,-0.7468477487564087
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,22,in,-4.014400482177734
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,23,front,-1.367289423942566
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,24,of,-0.04899071156978607
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,25,them,-0.3214949667453766
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,26,It's,-7.787810325622559
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,27,NOT,-9.7864990234375
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,28,the,-2.5452942848205566
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,29,one,-5.0293755531311035
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,30,that,-2.6764044761657715
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,31,looks,-2.754310131072998
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,32,like,-0.24935325980186462
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,33,a,-1.215118408203125
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,34,nun,-8.076258659362793
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,35,This,-4.055423736572266
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,36,one,-2.476107120513916
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,37,looks,-1.7647624015808105
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,38,more,-2.7823336124420166
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,39,like,-0.24408356845378876
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,40,a,-0.46184730529785156
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,41,man,-2.7394328117370605
This person seems to be bending their knees and facing the right They seem to have their arms extended to the right in front of them It's NOT the one that looks like a nun This one looks more like a man hahah,42,hahah,-12.356095016002655
bunny ears slouched facing right,0,bunny,-15.613133430480957
bunny ears slouched facing right,1,ears,-4.727306365966797
bunny ears slouched facing right,2,slouched,-14.410126686096191
bunny ears slouched facing right,3,facing,-9.99189567565918
bunny ears slouched facing right,4,right,-2.7521843910217285
one arm to each side looks like they're flying towards the left,0,one,-11.087898254394531
one arm to each side looks like they're flying towards the left,1,arm,-7.236120223999023
one arm to each side looks like they're flying towards the left,2,to,-5.120038032531738
one arm to each side looks like they're flying towards the left,3,each,-5.194276332855225
one arm to each side looks like they're flying towards the left,4,side,-1.6342456340789795
one arm to each side looks like they're flying towards the left,5,looks,-9.813703536987305
one arm to each side looks like they're flying towards the left,6,like,-1.1129870414733887
one arm to each side looks like they're flying towards the left,7,they're,-6.520569562911987
one arm to each side looks like they're flying towards the left,8,flying,-5.000994682312012
one arm to each side looks like they're flying towards the left,9,towards,-6.781392574310303
one arm to each side looks like they're flying towards the left,10,the,-1.840482473373413
one arm to each side looks like they're flying towards the left,11,left,-5.516021251678467
"looks like they have no legs, sort of banana shaped",0,looks,-13.869148254394531
"looks like they have no legs, sort of banana shaped",1,like,-0.6681022047996521
"looks like they have no legs, sort of banana shaped",2,they,-3.6301536560058594
"looks like they have no legs, sort of banana shaped",3,have,-2.5684561729431152
"looks like they have no legs, sort of banana shaped",4,no,-4.8921308517456055
"looks like they have no legs, sort of banana shaped",5,"legs,",-8.665395736694336
"looks like they have no legs, sort of banana shaped",6,sort,-7.569106101989746
"looks like they have no legs, sort of banana shaped",7,of,-0.14695581793785095
"looks like they have no legs, sort of banana shaped",8,banana,-10.901676177978516
"looks like they have no legs, sort of banana shaped",9,shaped,-0.8596855401992798
left half of them is like a square and they appear to be facing right with a diamond head,0,left,-12.134773254394531
left half of them is like a square and they appear to be facing right with a diamond head,1,half,-6.734705924987793
left half of them is like a square and they appear to be facing right with a diamond head,2,of,-0.9365785717964172
left half of them is like a square and they appear to be facing right with a diamond head,3,them,-9.545154571533203
left half of them is like a square and they appear to be facing right with a diamond head,4,is,-3.5465381145477295
left half of them is like a square and they appear to be facing right with a diamond head,5,like,-6.667706489562988
left half of them is like a square and they appear to be facing right with a diamond head,6,a,-1.5036547183990479
left half of them is like a square and they appear to be facing right with a diamond head,7,square,-5.285084247589111
left half of them is like a square and they appear to be facing right with a diamond head,8,and,-2.42641019821167
left half of them is like a square and they appear to be facing right with a diamond head,9,they,-5.501690864562988
left half of them is like a square and they appear to be facing right with a diamond head,10,appear,-6.488424301147461
left half of them is like a square and they appear to be facing right with a diamond head,11,to,-1.4577605724334717
left half of them is like a square and they appear to be facing right with a diamond head,12,be,-0.36223429441452026
left half of them is like a square and they appear to be facing right with a diamond head,13,facing,-6.016129493713379
left half of them is like a square and they appear to be facing right with a diamond head,14,right,-3.3957762718200684
left half of them is like a square and they appear to be facing right with a diamond head,15,with,-4.590874671936035
left half of them is like a square and they appear to be facing right with a diamond head,16,a,-1.624133825302124
left half of them is like a square and they appear to be facing right with a diamond head,17,diamond,-5.621262550354004
left half of them is like a square and they appear to be facing right with a diamond head,18,head,-3.9364824295043945
"body facing left with one foot in the air, head is hanging backwards also looks like a penguin",0,body,-11.462898254394531
"body facing left with one foot in the air, head is hanging backwards also looks like a penguin",1,facing,-10.243640899658203
"body facing left with one foot in the air, head is hanging backwards also looks like a penguin",2,left,-5.2382073402404785
"body facing left with one foot in the air, head is hanging backwards also looks like a penguin",3,with,-2.635178565979004
"body facing left with one foot in the air, head is hanging backwards also looks like a penguin",4,one,-3.721184730529785
"body facing left with one foot in the air, head is hanging backwards also looks like a penguin",5,foot,-3.6258809566497803
"body facing left with one foot in the air, head is hanging backwards also looks like a penguin",6,in,-2.0003323554992676
"body facing left with one foot in the air, head is hanging backwards also looks like a penguin",7,the,-1.2024555206298828
